epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8827.83,1.25661,1.0089,1.03616,1,0.88593,0.94286,0.82332,1.04705,0.73731,0.94767,0.070012,0.003332,0.003332
